"","Rhodospirillales","Burkholderiales","Clostridiales","Bacteroidales","Rhodobacterales","Run_SP154","Pasteurellales","Corynebacteriales","Pseudomonadales","JG30_KF_CM66(class)","Solibacterales","Gaiellales","Flavobacteriales","Sphingobacteriales","Kineosporiales","Sphingomonadales","Micrococcales","Lactobacillales","Blastocatellales","Selenomonadales","Erysipelotrichales","WCHB1_32(class)","Chthoniobacterales","Bacillales","Fusobacteriales","Bifidobacteriales","Thermales","Coriobacteriales","Fibrobacterales","Opitutales","Caulobacterales","NB1_n","Chloroflexales","Actinomycetales","Rhizobiales","Spirochaetales","Acidimicrobiales","Aeromonadales","Pseudonocardiales","Cytophagales","SubsectionIII","Gastranaerophilales","Desulfovibrionales","Neisseriales","Subgroup_6(class)","Campylobacterales","Synergistales","MB_A2_108(class)","Nitrospirales","Mollicutes_RF9","Micromonosporales","Caldilineales","Planctomycetales","Rickettsiales","Desulfurellales","Unknown_Order","Anaerolineales","WCHA1_57(class)","Chromatiales","Chlorobiales","Thermoanaerobacterales","OPB35_soil_group(class)","Tectomicrobia(phylum)","Victivallales","Propionibacteriales","Methanobacteriales","Bdellovibrionales","Streptosporangiales","JG30_KF_CM45","Cardiobacteriales","Xanthomonadales","Myxococcales","Desulfuromonadales","Alteromonadales","Obscuribacterales","Thermoplasmatales","Candidatus_Falkowbacteria(class)","Streptomycetales","Chloroplast(class)","Frankiales","Gitt_GS_136(class)","Bacteroidetes_vadinHA17(class)","Deinococcales","Legionellales","Cyanobacteria(phylum)","NB1_j","X35","Enterobacteriales","Subgroup_10","ML635J_21(class)","Acidobacteriales","Methylophilales","Solirubrobacterales","Oligosphaerales","SubsectionIV","KD4_96(class)","Anaeroplasmatales","Verrucomicrobiales","uncultured(class)","TK10(class)","SubsectionII","Candidatus_Nomurabacteria(class)","SC_I_84","Gemmatimonadales","Cellvibrionales","Latescibacteria(phylum)","SubsectionI","UA11(class)","Subgroup_2(class)","Lineage_IIb","Oligoflexales","Rhodocyclales","Lineage_IIc"
"X206724",0.0,0.008098403239361292,0.28107571243028534,0.16494766597906613,0.0,0.0,0.00240660096264038,0.0,0.000573000229200092,0.0,0.0,0.0,3.82000152800061e-05,0.0,0.0,0.0,0.0,0.004545801818320724,0.0,0.001031400412560164,0.000496600198640079,0.0,0.0,0.0005730002292000909,0.00538620215448086,0.0,0.0,0.0001910000764000301,0.0,0.0,0.0,0.0,0.0,0.000267400106960043,0.0,0.000191000076400031,0.0,0.0,0.0,0.0,0.0,0.0,0.000267400106960043,0.000382000152800061,0.0,0.000191000076400031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529337611735045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206725",0.0,0.0,0.6570279010303077,0.3004813115740397,0.0,0.0,0.000112807400165451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000263217267052719,0.0,0.0072948785440324895,0.003459426938407164,0.0,0.0,3.7602466721817e-05,0.0205685492968339,0.000188012333609085,0.0,7.5204933443634e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000188012333609085,0.000112807400165451,0.0,0.000902459201323607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009287809280288786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206728",0.000183358392313616,0.03307785397337637,0.648355275220947,0.2498808170449957,0.0,0.0,0.00209028567237522,0.0,0.0009167919615680805,0.0,0.0,0.0,3.66716784627232e-05,3.66716784627232e-05,0.0,0.0,0.000220030070776339,0.0012835087461953126,0.0,0.005757453518647547,0.006564230444827465,0.0,0.0,3.66716784627232e-05,0.0285305658439987,0.000220030070776339,3.66716784627232e-05,0.00047673182001540246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66716784627232e-05,0.0,0.0,0.0,0.0,0.00825112765411273,0.0,0.0,0.00011001503538817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013898566137372123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206729",0.0,0.0002631232732535196,0.42921983949480313,0.06584659913169319,0.0,0.0,0.000592027364820418,0.000657808183133798,0.000460465728193659,0.0,0.0,0.0,0.000986712274700697,0.0,0.0,0.0,0.000263123273253519,0.1024865149322457,0.0,0.05512432574661232,0.0030916984607288487,0.0,0.0,0.008551506380739381,0.011248519931587951,0.0,0.000394684909880279,0.00473621891856335,0.0,0.0,0.0,0.0,0.0,0.00414419155374293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184186291277463,0.0,0.000592027364820418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000197342454940139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30930140770951237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206731",0.0,0.010693454309786141,0.4293178872326638,0.5051847051198961,0.0,0.0,0.00141769280622165,8.10110174983798e-05,0.00020252754374594978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01215165262475698,0.0,0.01186811406351266,0.0061568373298768585,0.0,0.0,0.000729099157485418,0.0,0.0157971484121841,0.0,0.0004050550874918988,0.0,0.0,0.0,0.0,0.0,0.00012151652624757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046176279974076495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109364873622813,0.0,0.00012151652624757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05055087491899e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206733",0.0,0.0105603304683856,0.22503164767806,0.7124392031447795,0.0,0.0,0.0,0.0,3.33133453261377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33133453261377e-05,0.0002998201079352393,0.0,0.0025651275901125955,0.0004997001798920647,0.0,0.0,6.66266906522753e-05,0.00489706176294223,0.0,0.0,0.0008994603238057163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00186554733826371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407755346791925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33133453261377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206738",0.0,0.0205940594059406,0.6386421499292791,0.26489391796322526,0.0,0.0,0.00345120226308345,0.0,0.001640735502121643,0.0,0.0,0.0,0.000226308345120226,0.0,0.0,0.0,0.0,0.01357850070721358,0.0,0.029306930693069347,0.005714285714285712,0.0,0.0,0.00554455445544554,0.00135785007072136,0.00277227722772277,0.00016973125884017,0.0009618104667609616,0.0,0.0,5.65770862800566e-05,0.0,0.0,0.0,0.0006223479490806219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00639321074964639,0.0,0.0,0.0,0.000565770862800566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003960396039603956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000792079207920792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002093352192362093,0.0,0.0,0.0,0.0,0.000113154172560113,0.0,0.0,0.0,0.0,0.000113154172560113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206740",0.0,0.018046579685404168,0.4849408608706257,0.46561394951835194,0.0,0.0,6.09681746128521e-05,0.0,0.000914522619192781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115839531764419,0.0,0.014144616510181656,0.002011949762224119,0.0,0.0,0.000365809047677113,0.000548713571515669,0.00146323619070845,0.0,0.0007316180953542252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073771491281551,0.000121936349225704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09681746128521e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00243872698451408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206743",8.46847609772621e-05,0.009357666087987462,0.2245416437312107,0.6732015073887456,0.0,0.000127027141465893,8.46847609772621e-05,0.000169369521954524,0.000211711902443155,0.0,0.0,0.0,0.000338739043909049,0.000381081424397679,0.0,0.0,0.0005927933268408351,0.01371893127831642,0.00038108142439768,0.021721641190667693,0.0008891899902612513,0.0,0.0,0.000635135707329465,0.001863064741499768,0.000592793326840835,0.0,0.0013549561756361981,0.0,0.0,0.0,0.0,0.0,0.00038108142439768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00326036329762459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009738747512385151,0.0,0.0,0.0,0.0,0.0002117119024431551,0.000127027141465893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46847609772621e-05,0.0,0.0,0.0,0.0,0.0014396409366134611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043273912859381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206750",7.16383695107099e-05,0.00035819184755355,0.3962318217637372,0.527115122859804,0.000107457554266065,0.0,0.004190844616376535,0.00035819184755355,0.00028655347804284,0.0,0.0,0.0,0.0,3.5819184755355e-05,0.0,0.0,0.00042983021706426,0.0061967189626764094,0.0,0.028297155956730474,0.003331184182248014,0.0,7.16383695107099e-05,0.000608926140841035,3.5819184755355e-05,3.5819184755355e-05,0.0,0.00035819184755355,0.0,0.0,0.0,0.0,0.0,0.000394011032308905,0.0,0.0,0.0,0.0,3.5819184755355e-05,0.0,0.0,0.0,0.0162260906941758,0.0,0.0,0.0,3.5819184755355e-05,0.0,0.0,3.5819184755355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000107457554266065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014936600042983054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000107457554266065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206756",8.51281178173151e-05,0.0881076019409211,0.3425981101557845,0.5057461479526686,0.0,0.0,0.003107176300331995,0.0,0.0001276921767259726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5128117817315e-05,0.0018302545330722776,0.0,0.0160040861496552,0.005703583893760106,0.0,0.0,0.0001276921767259726,0.000212820294543288,0.0001276921767259726,0.0,0.0002553843534519455,0.0,0.0,0.0,0.0,0.0,0.0,8.51281178173151e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207286966885162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51281178173151e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00429896994977441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010683578786073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
