"","Rhodospirillales","Burkholderiales","Clostridiales","Bacteroidales","Rhodobacterales","Corynebacteriales","Pseudomonadales","JG30_KF_CM66(class)","Solibacterales","Gaiellales","Flavobacteriales","Sphingobacteriales","Sphingomonadales","Micrococcales","Lactobacillales","Selenomonadales","Erysipelotrichales","Bacillales","Fusobacteriales","Thermales","Coriobacteriales","Fibrobacterales","Opitutales","Bifidobacteriales","Chloroflexales","Actinomycetales","Caulobacterales","Rhizobiales","Spirochaetales","Acidimicrobiales","Pseudonocardiales","Gastranaerophilales","Desulfovibrionales","Neisseriales","Blastocatellales","Subgroup_6(class)","Synergistales","Nitrospirales","Mollicutes_RF9","Caldilineales","Planctomycetales","Desulfurellales","WCHA1_57(class)","Chthoniobacterales","Thermoanaerobacterales","OPB35_soil_group(class)","Tectomicrobia(phylum)","Victivallales","Propionibacteriales","Methanobacteriales","Bdellovibrionales","Streptosporangiales","Xanthomonadales","Desulfuromonadales","Unknown_Order","Alteromonadales","Candidatus_Falkowbacteria(class)","Chloroplast(class)","Cytophagales","Frankiales","Gitt_GS_136(class)","Campylobacterales","Pasteurellales","Cyanobacteria(phylum)","NB1_j","X35","Enterobacteriales","Myxococcales","Subgroup_10","Methylophilales","Oligosphaerales","Solirubrobacterales","KD4_96(class)","Verrucomicrobiales","SubsectionII","Aeromonadales","Cellvibrionales","UA11(class)","Lineage_IIb","Oligoflexales","Lineage_IIc"
"X206747",0.0,5.255136896316149e-05,0.49529665247779703,0.4507330915970361,0.0,0.0,5.255136896316149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010510273792632298,0.0026275684481580747,0.008355667665142678,0.007146986178989963,0.00047296232066845344,0.001996952020600137,0.0,0.00021020547585264595,0.0,0.0,0.0006831677965210993,0.0,5.255136896316149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00530768826527931,0.00036785958274213043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010510273792632298,0.024488937936833256,0.0,0.0,0.0,0.001944400651636975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206720",0.0,0.039314552961379666,0.32248163981146555,0.5787204501443238,0.0,0.0,3.653768862581753e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010961306587745259,0.0010230552815228909,0.03467426650590084,0.0023749497606781393,0.00021922613175490518,0.0018999598085425117,0.0,0.0002923015090065402,0.0,0.0,0.0006942160838905331,0.0,3.653768862581753e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.008476743761189667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.653768862581753e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006576783952647156,0.0,0.0,0.0,0.008951733713325295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206721",0.0,0.050505486909185174,0.28596733776894495,0.6090901235634667,0.0,0.0002592240559923961,0.0,0.0,0.0,0.0,4.320400933206602e-05,0.0,0.00012961202799619806,0.0,0.0003888360839885941,0.03957487254817247,0.0016849563639505746,0.00012961202799619806,0.0023330165039315647,0.0,0.00017281603732826408,0.0,0.0,0.00012961202799619806,0.0,8.640801866413204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.007949537717100146,4.320400933206602e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.640801866413204e-05,0.0,0.0,0.0,0.0014257323079581786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206723",0.0,0.0,0.13580246913580246,0.037037037037037035,0.0,0.0,0.08641975308641975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283950617283951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206724",0.0,0.008098403239361295,0.28107571243028495,0.1649476659790664,0.0,0.0,0.0005730002292000917,0.0,0.0,0.0,3.8200015280006115e-05,0.0,0.0,0.0,0.0045458018183207275,0.001031400412560165,0.0004966001986400795,0.0005730002292000917,0.005386202154480862,0.0,0.00019100007640003057,0.0,0.0,0.0,0.0,0.00026740010696004276,0.0,0.0,0.00019100007640003057,0.0,0.0,0.0,0.00026740010696004276,0.00038200015280006114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019100007640003057,0.002406600962640385,0.0,0.0,0.0,0.5293376117350447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206728",0.0001833583923136162,0.03307785397337636,0.6483552752209468,0.24988081704499615,0.0,0.0,0.0009167919615680809,0.0,0.0,0.0,3.667167846272324e-05,3.667167846272324e-05,0.0,0.00022003007077633943,0.0012835087461953133,0.005757453518647549,0.0065642304448274595,3.667167846272324e-05,0.02853056584399868,3.667167846272324e-05,0.0004767318200154021,0.0,0.0,0.00022003007077633943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008251127654112728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011001503538816971,0.002090285672375225,0.0,0.0,0.0,0.013898566137372108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.667167846272324e-05,0.0,0.0,0.0,0.0,0.0
"X206727",3.809959233436202e-05,0.06690288413913971,0.5504629100468625,0.29028079399550427,0.0,0.0,3.809959233436202e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0006476930696841544,0.0005714938850154304,0.003543262087095668,0.0067055282508477155,7.619918466872404e-05,0.024040842762982437,0.0,0.00026669714634053413,0.0,0.0,0.00011429877700308607,0.0,3.809959233436202e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.009067702975578162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012191869546995847,0.0,0.0,0.0,0.045986207947574964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206734",0.0,0.02375633239986155,0.2041785972751015,0.6810043736823889,0.0,0.0,3.1465340926968945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.439602278090684e-05,0.002643088637865391,0.0006293068185393789,6.293068185393789e-05,0.008432711368427676,0.0,0.0008495642050281615,0.0,0.0,3.1465340926968945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015418017054214782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1465340926968945e-05,0.0,0.0,0.0,0.07671250117995028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206733",0.0,0.010560330468385636,0.22503164767805983,0.7124392031447798,0.0,0.0,3.331334532613765e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.331334532613765e-05,0.00029982010793523883,0.002565127590112599,0.0004997001798920647,6.66266906522753e-05,0.004897061762942235,0.0,0.0008994603238057165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018655473382637084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04077553467919248,0.0,0.0,0.0,0.0,0.0,0.0,3.331334532613765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206750",7.163836951070993e-05,0.0003581918475535497,0.39623182176373667,0.5271151228598037,0.0001074575542660649,0.0003581918475535497,0.00028655347804283973,0.0,0.0,0.0,0.0,3.581918475535497e-05,0.0,0.0004298302170642596,0.0061967189626764094,0.028297155956730425,0.003331184182248012,0.0006089261408410344,3.581918475535497e-05,0.0,0.0003581918475535497,0.0,0.0,3.581918475535497e-05,0.0,0.0003940110323089047,0.0,0.0,0.0,0.0,3.581918475535497e-05,0.0,0.016226090694175802,0.0,0.0,0.0,3.581918475535497e-05,0.0,3.581918475535497e-05,0.0,0.0,0.0,0.0,7.163836951070993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001074575542660649,0.0,0.0,0.004190844616376531,0.0,0.0,0.0,0.014936600042983021,0.0,0.0,0.0,0.0,0.0,0.0,0.0001074575542660649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206751",3.933291378225299e-05,3.933291378225299e-05,0.46471837633731905,0.4758495909376967,0.0,0.0,0.00015733165512901197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031466331025802394,0.021790434235368156,0.006529263687853996,7.866582756450598e-05,0.0,0.0,0.00015733165512901197,0.0,0.0,0.0,0.0,3.933291378225299e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.016991818753933293,0.0,0.0,0.0,0.0,0.0,3.933291378225299e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015733165512901197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.933291378225299e-05,0.0022813089993706736,0.0,0.0,0.0,0.01065921963499056,0.0,0.0,0.0,0.0,0.0,0.0,0.00011799874134675897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206756",8.512811781731506e-05,0.08810760194092108,0.34259811015578445,0.5057461479526688,0.0,0.0,0.00012769217672597258,0.0,0.0,0.0,0.0,0.0,0.0,8.512811781731506e-05,0.0018302545330722737,0.01600408614965523,0.005703583893760109,0.00012769217672597258,0.00021282029454328764,0.0,0.00025538435345194517,0.0,0.0,0.00012769217672597258,0.0,0.0,0.0,8.512811781731506e-05,0.0,0.0,0.0,0.0,0.020728696688516218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.512811781731506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003107176300332,0.0,0.0,0.0,0.004298969949774411,0.0,0.0,0.0,0.0,0.0,0.0,0.010683578786073039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206755",0.00016162922256343946,0.05394375303054792,0.4793922741231615,0.40835623080652983,0.0,0.0,4.0407305640859865e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002141587198965573,0.021577501212219168,0.005091320510748344,0.00020203652820429934,0.00016162922256343946,0.0,0.0003232584451268789,0.0,0.0,0.00016162922256343946,0.0,4.0407305640859865e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.014102149668660094,0.00016162922256343946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031921771456279295,0.0,0.0,0.0,0.0016566995312752547,0.0,0.0,0.0,0.0,0.0,0.0,0.00929368029739777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206767",0.0,0.00017207261464337952,0.2987180590209068,0.5181966789985374,0.0,0.0,0.00017207261464337952,0.0,0.0,0.0,0.0,0.0,0.0011184719951819668,0.0,0.0040437064441194185,0.018927987610771746,0.004387851673406177,0.00034414522928675903,0.029596489718661276,0.0,8.603630732168976e-05,0.0,0.0,0.0009463993805385873,0.0,8.603630732168976e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004215779058762798,0.009033812268777424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034414522928675903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009636066420029253,0.0,0.0,0.0,0.0999741891078035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206766",0.0,0.0006694280574034559,0.3750052299066985,0.5490565248315971,0.0,0.000125517760763148,0.00016735701435086398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011714991004560479,0.02225848290866491,0.0021338019329735156,0.000125517760763148,0.01556420233463035,0.0,8.367850717543199e-05,0.0,0.0,0.0007531065645788879,0.0,0.0,0.0,8.367850717543199e-05,0.0,0.0,0.0,0.0,0.0029287477511401195,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005188067444876783,0.0,0.0,0.0,0.020710430525919418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.367850717543199e-05,0.0,0.0
"X206769",0.0,0.0,0.01845018450184502,0.014760147601476014,0.0,0.0,0.09040590405904059,0.0,0.0,0.0,0.0,0.0,0.005535055350553505,0.0,0.08487084870848709,0.02029520295202952,0.0,0.046125461254612546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04797047970479705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922509225092251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6328413284132841,0.0,0.0,0.0,0.02952029520295203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206768",0.0,0.0049172999552972736,0.02682163611980331,0.010728654447921324,0.0004470272686633885,0.000894054537326777,0.012963790791238265,0.0,0.0,0.0,0.016092981671881983,0.012516763522574878,0.0,0.004470272686633884,0.17702279839070184,0.0031291908806437194,0.0013410818059901655,0.04336164506034868,0.0116227089852481,0.0,0.0,0.0,0.0,0.0,0.0,0.02011622708985248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003576218149307108,0.0,0.0,0.0,0.001788109074653554,0.0,0.0,0.0,0.0,0.004470272686633884,0.0,0.00581135449262405,0.0,0.0,0.0,0.0,0.001788109074653554,0.0,0.0,0.005364327223960662,0.0,0.0049172999552972736,0.0,0.0,0.001788109074653554,0.0,0.0,0.0,0.0,0.6079570853822083,0.0,0.0,0.0,0.008493518104604381,0.0031291908806437194,0.0,0.004470272686633884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224327",0.0,0.03565520243796256,0.3550282977797127,0.4570744449281672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7070091423596e-05,0.00021767522855898998,0.0015237265999129299,0.013931214627775359,8.7070091423596e-05,0.0,0.0,8.7070091423596e-05,0.0,0.0,0.010317805833696125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001393121462777536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009490639965171964,0.0,0.0,0.0,0.11497605572485851,0.0,0.0,0.0,0.0,0.0,0.0,0.000130605137135394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224328",0.0,0.03371173030615755,0.3416657111187555,0.4832396896380384,0.0,0.0,3.8221916446890644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004968849138095784,0.002599090318388564,0.00886748461567863,3.8221916446890644e-05,0.00015288766578756258,0.0,0.0,0.0,0.0,0.008714596949891068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003478194396667049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8221916446890644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026870007262164125,0.0,0.0,0.0,0.09008905706532125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206536",0.000120598166907863,0.133803666184274,0.17788229618909793,0.48359864930053065,0.0,0.0,0.0003014954172696575,0.0,0.0,0.0,0.0,0.0,0.0003014954172696575,0.0,0.003859141341051616,0.013084901109503135,0.005065123010130246,0.000602990834539315,0.04232995658465991,0.0,0.001326579835986493,0.0,0.0,0.004220935841775205,0.0,0.000361794500723589,0.0,0.0,0.0,0.0,0.0,0.0,0.003376748673420164,0.0027134587554269174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001808972503617945,0.01917510853835022,0.0,0.0,0.0,0.10769416304872166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206538",0.0,0.1288016341352701,0.18043576940535633,0.4417839310031775,0.0,0.0,0.00011348161597821153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010213345438039038,0.028597367226509306,0.006014525646845211,0.0037448933272809805,0.04005901044030867,0.0,0.0013617793917385383,0.0,0.0,0.001702224239673173,0.0,0.0011348161597821154,0.0,0.0,0.0,0.0,0.0,0.0,0.007943713118474808,0.0,0.0,0.0,0.0,0.00022696323195642307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014752610077167498,0.0,0.0,0.0,0.0,0.025192918747162958,0.0,0.0,0.0,0.12119836586472992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206534",0.0,0.13203541655879458,0.18593693367162015,0.4743437063118107,0.0,0.0007249003262051468,0.00041422875783151243,0.0,0.0,0.0,0.0002588929736446953,0.0,0.0,0.0015015792471392325,0.011028840677264019,0.01315176306115052,0.007249003262051468,0.0007249003262051468,0.024284160927872417,0.0,0.00274426552063377,0.0,0.0,0.006627660125304199,0.0,0.00020711437891575622,0.0,0.0,0.0005695645420183296,0.0,0.0,0.0,0.004815409309791332,0.002951379899549526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020711437891575622,0.02578574017501165,0.0,0.0,0.0,0.10428208978408327,0.0,0.0,0.0,0.0,0.0,0.0,0.00015533578418681717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215050",0.0,0.03845173351461591,0.43053195105370495,0.37754928619986405,0.0,0.0002549286199864038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222212780421482,0.01856730115567641,0.007010537049626104,8.49762066621346e-05,0.0,0.0,0.007138001359619306,0.0,0.0,0.04847892590074779,0.0,0.0001274643099932019,0.0,0.0,0.0,0.0,0.0,0.0,0.006203263086335826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003399048266485384,0.0007647858599592114,0.0,0.0,0.0,0.04227566281441197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215023",0.0,0.1566535090653643,0.3239111527396802,0.40891148725496756,0.0,0.0,0.00013380611493945274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030440891148725497,0.01565531544791597,3.3451528734863186e-05,0.00010035458620458954,0.0002676122298789055,0.0,0.00030106375861376866,0.0,0.0,0.0008697397471064428,0.0,0.000367966816083495,0.0,0.0,0.0,0.0,0.0,0.0,0.0035124105171606343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08623804107847728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206548",0.0,0.0006963788300835655,0.44823584029712166,0.0127669452181987,0.0,0.001160631383472609,0.001160631383472609,0.0,0.0,0.0,0.0,0.00023212627669452182,0.0,0.0,0.011838440111420613,0.028783658310120707,0.019730733519034354,0.003481894150417827,0.011142061281337047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046425255338904364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023212627669452182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002321262766945218,0.11559888579387187,0.0006963788300835655,0.0,0.0,0.3414577530176416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206547",0.014644351464435146,0.0002615062761506276,0.4350592747559275,0.00950139470013947,0.0,0.0007845188284518828,0.0005230125523012552,0.0,0.0,0.0,0.0,0.0,0.0,0.0011331938633193863,0.06511506276150628,0.043235704323570434,0.011680613668061366,0.00017433751743375174,0.004968619246861925,0.0,0.00017433751743375174,0.0,0.0,0.0,0.0,0.002004881450488145,0.0,0.0002615062761506276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032252440725244074,0.06380753138075314,0.0,0.0,0.0,0.34344490934449096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206562",0.022707919386886176,0.01930173147885325,0.5890576213454443,0.28704229349985805,0.0,0.0,0.0005676979846721544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008018734033494181,0.011353959693443088,0.0010644337212602896,0.0,0.0,0.0,0.0004257734885041158,0.0,0.0,0.0,0.0,7.09622480840193e-05,0.0,0.0,0.0,0.0,0.0,0.0444933295486801,0.013908600624467783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001419244961680386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09622480840193e-05,0.0,0.0,0.0,0.0017030939540164632,0.0,0.0,0.0,0.0,0.0,0.0,7.09622480840193e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206561",0.013653430424394129,0.02025258846285129,0.528046421663443,0.3537376265786779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005688929343497554,0.03299579019228581,0.0010240072818295596,0.00022755717373990216,0.0,0.0,0.0,0.0,0.0,0.00022755717373990216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014904994879963591,0.027306860848788257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206564",0.0,0.03730092204526404,0.5611902766135792,0.26823134953897737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006286672254819782,0.0,0.0,0.004191114836546521,0.007124895222129086,0.0,0.003352891869237217,0.0,0.0012573344509639564,0.0,0.0,0.0,0.0,0.0,0.0037720033528918693,0.0,0.0,0.0,0.0,0.0,0.07124895222129086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03604358759430008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206563",0.062243341546403846,0.05004106535257538,0.5114982987211076,0.208611991082952,0.00017599436818021823,5.8664789393406076e-05,0.0025225859439164614,0.00035198873636043646,0.0006453126833274669,0.00041065352575384256,0.0005866478939340608,0.0,0.0,0.005338495834799953,0.022351284758887716,0.008037076146896633,0.00463451836207908,0.0018772732605889944,0.0004693183151472486,0.0,0.00035198873636043646,0.0,0.0,0.00011732957878681215,0.0018186084711955884,0.00017599436818021823,0.020884665024052562,0.004986507098439516,0.0,0.0011732957878681216,0.0,0.0005866478939340608,0.04569987093746333,0.0,0.0,0.0016426141030153702,0.0,0.0,0.0,0.0002933239469670304,0.0045758535726856744,0.0,0.0,0.0008799718409010912,0.0,0.0005866478939340608,0.00041065352575384256,0.0,0.003695881731784583,0.0,0.0,0.0,0.00299190425906371,0.0,0.0,0.0,0.0,0.0,0.01525284524228558,0.0002933239469670304,0.00011732957878681215,0.0,0.009797019828698815,0.0,0.00011732957878681215,0.0,0.0007039774727208729,0.0,0.0,0.0,0.0,0.0,0.0002346591575736243,0.0009973014196879033,0.0,0.0,0.0012906253666549337,0.0004693183151472486,0.0,0.0,0.0
